Country,Dystopia Residual,Economy (GDP per Capita),Family,Freedom,Generosity,Happiness Rank,Happiness Score,Health (Life Expectancy),Trust (Government Corruption),Year
Norway,2.27702665328979,1.61646318435669,1.53352355957031,0.635422587394714,0.36201223731041,1,7.537000179290769,0.796666502952576,0.31596383452415505,2017
Denmark,2.31370735168457,1.48238301277161,1.55112159252167,0.626006722450256,0.3552804887294771,2,7.52199983596802,0.7925655245780941,0.40077006816864,2017
Iceland,2.32271528244019,1.480633020401,1.6105740070343,0.6271626353263849,0.475540220737457,3,7.50400018692017,0.8335521221160892,0.15352655947208402,2017
Switzerland,2.2767162322998,1.5649795532226598,1.51691174507141,0.620070576667786,0.29054927825927696,4,7.49399995803833,0.858131289482117,0.3670072853565221,2017
Finland,2.4301815032959,1.44357192516327,1.5402467250824,0.6179508566856379,0.24548277258873,5,7.468999862670901,0.80915766954422,0.38261154294014,2017
Netherlands,2.29480409622192,1.50394463539124,1.42893922328949,0.5853844881057739,0.470489829778671,6,7.3769998550415,0.8106961250305179,0.282661825418472,2017
Canada,2.18726444244385,1.47920441627502,1.48134899139404,0.611100912094116,0.435539722442627,7,7.31599998474121,0.83455765247345,0.287371516227722,2017
New Zealand,2.0464563369751,1.40570604801178,1.54819512367249,0.6140621304512021,0.500005125999451,8,7.31400012969971,0.816759705543518,0.38281670212745705,2017
Sweden,2.09753799438477,1.49438726902008,1.47816216945648,0.612924098968506,0.38539925217628496,9,7.28399991989136,0.830875158309937,0.384398728609085,2017
Australia,2.06521081924438,1.4844149351120002,1.5100419521331798,0.601607382297516,0.477699249982834,10,7.28399991989136,0.84388679265976,0.301183730363846,2017
Israel,2.80175733566284,1.3753824234008798,1.37628996372223,0.405988603830338,0.330082654953003,11,7.212999820709231,0.83840399980545,0.0852421000599861,2017
Costa Rica,2.89863920211792,1.10970628261566,1.4164036512374898,0.580131649971008,0.21461322903633104,12,7.0789999961853,0.7595092654228209,0.100106589496136,2017
Austria,2.1385064125061004,1.48709726333618,1.4599449634552,0.567766189575195,0.316472321748734,13,7.00600004196167,0.8153284192085269,0.22106036543846105,2017
United States,2.2181134223938,1.54625928401947,1.4199205636978105,0.505740523338318,0.392578780651093,14,6.993000030517581,0.7742866277694699,0.135638788342476,2017
Ireland,1.77386903762817,1.5357066392898602,1.55823111534119,0.5731103420257571,0.42785832285881,15,6.977000236511231,0.8097826242446899,0.2983881533145901,2017
Germany,2.01576995849609,1.48792338371277,1.47252035140991,0.562511384487152,0.33626917004585305,16,6.9510002136230495,0.798950731754303,0.276731938123703,2017
Belgium,2.12421035766602,1.46378076076508,1.4623126983642598,0.5397707223892211,0.23150333762168895,17,6.89099979400635,0.8180918693542479,0.251343131065369,2017
Luxembourg,1.61951208114624,1.74194359779358,1.45758366584778,0.59662789106369,0.283180981874466,18,6.86299991607666,0.845089495182037,0.31883442401886,2017
United Kingdom,1.70414352416992,1.44163393974304,1.4964600801467902,0.508190035820007,0.492774158716202,19,6.71400022506714,0.805335938930511,0.265428066253662,2017
Chile,2.50958585739136,1.25278460979462,1.28402495384216,0.376895278692245,0.3266624212265011,20,6.65199995040894,0.8194797039031979,0.0822879821062088,2017
United Arab Emirates,1.734703540802,1.6263433694839498,1.26641023159027,0.60834527015686,0.3609419465065,21,6.6479997634887695,0.726798236370087,0.324489563703537,2017
Brazil,2.7692670822143595,1.10735321044922,1.43130600452423,0.437453746795654,0.16234989464282998,22,6.63500022888184,0.6165523529052729,0.111092761158943,2017
Czech Republic,2.45186185836792,1.35268235206604,1.43388521671295,0.490946173667908,0.0881067588925362,23,6.60900020599365,0.754444003105164,0.0368729270994663,2017
Argentina,2.61400532722473,1.18529546260834,1.44045114517212,0.4945192039012911,0.109457060694695,24,6.59899997711182,0.695137083530426,0.059739887714385986,2017
Mexico,2.8371548652648904,1.15318381786346,1.210862159729,0.412730008363724,0.120990432798862,25,6.57800006866455,0.709978997707367,0.132774114608765,2017
Singapore,1.21636199951172,1.69227766990662,1.35381436347961,0.549840569496155,0.345965981483459,26,6.57200002670288,0.9494923949241642,0.46430778503418,2017
Malta,1.55686283111572,1.34327983856201,1.48841166496277,0.588767051696777,0.5747305750846861,27,6.52699995040894,0.821944236755371,0.153066068887711,2017
Uruguay,2.17240953445435,1.21755969524384,1.41222786903381,0.5793922543525699,0.175096929073334,28,6.4539999961853,0.719216823577881,0.17806187272071802,2017
Guatemala,2.89389109611511,0.872001945972443,1.25558519363403,0.5313106179237371,0.283488392829895,29,6.4539999961853,0.540239989757538,0.0772232785820961,2017
Panama,2.30719995498657,1.23374843597412,1.3731925487518302,0.550026834011078,0.21055693924427,30,6.4520001411438,0.706156134605408,0.070983923971653,2017
France,2.00595474243164,1.43092346191406,1.38777685165405,0.470222115516663,0.129762306809425,31,6.44199991226196,0.8444658517837521,0.172502428293228,2017
Thailand,2.03950834274292,1.12786877155304,1.4257924556732198,0.580200731754303,0.572123110294342,32,6.423999786376951,0.647239029407501,0.0316127352416515,2017
Taiwan Province of China,2.1266074180603,1.4336265325546298,1.38456535339355,0.361466586589813,0.258360475301743,33,6.42199993133545,0.793984234333038,0.0638292357325554,2017
Spain,1.92775774002075,1.38439786434174,1.53209090232849,0.408781230449677,0.190133571624756,34,6.40299987792969,0.888960599899292,0.0709140971302986,2017
Qatar,1.1454644203186002,1.87076568603516,1.27429687976837,0.604130983352661,0.33047387003898604,35,6.375,0.7100980877876278,0.4392992556095121,2017
Colombia,2.6160681247711204,1.07062232494354,1.4021829366683998,0.477487415075302,0.14901447296142598,36,6.35699987411499,0.595027923583984,0.0466687418520451,2017
Saudi Arabia,2.0654296875,1.53062355518341,1.28667759895325,0.449750572443008,0.147616013884544,37,6.343999862670901,0.590148329734802,0.27343225479126004,2017
Trinidad and Tobago,2.0532474517822297,1.36135590076447,1.3802285194397,0.518630743026733,0.32529646158218395,38,6.1680002212524405,0.5199832916259771,0.00896481610834599,2017
Kuwait,1.64042520523071,1.63295245170593,1.25969874858856,0.496337592601776,0.228289797902107,39,6.10500001907349,0.6321057081222529,0.21515955030918105,2017
Slovakia,2.09777665138245,1.32539355754852,1.5050592422485398,0.295817464590073,0.136544480919838,40,6.09800004959106,0.712732911109924,0.0242108516395092,2017
Bahrain,1.65614938735962,1.48841226100922,1.3231104612350502,0.536746919155121,0.17266848683357194,41,6.08699989318848,0.653133034706116,0.257042169570923,2017
Malaysia,2.00444889068604,1.29121541976929,1.28464603424072,0.4022649824619289,0.416608929634094,42,6.08400011062622,0.618784427642822,0.0656007081270218,2017
Nicaragua,2.51393055915833,0.737299203872681,1.28721570968628,0.447551846504211,0.301674216985703,43,6.07100009918213,0.6530959606170649,0.130687981843948,2017
Ecuador,2.29035258293152,1.00082039833069,1.28616881370544,0.4551981985569,0.15011246502399406,44,6.00799989700317,0.685636222362518,0.140134647488594,2017
El Salvador,2.7145938873291,0.909784495830536,1.1821250915527302,0.432452529668808,0.0782579854130745,45,6.0029997825622585,0.596018552780151,0.0899809598922729,2017
Poland,1.7977228164672898,1.29178786277771,1.44571197032928,0.520342111587524,0.158465966582298,46,5.97300004959106,0.699475347995758,0.0593078061938286,2017
Uzbekistan,1.81691360473633,0.786441087722778,1.54896914958954,0.6582486629486078,0.415983647108078,47,5.97100019454956,0.498272627592087,0.246528223156929,2017
